Timestamp,Start Position,Minutes Delivered,User ID
2/1/20 20:51,1516.843965,0.727667173,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:51,1590.721495,1.705845459,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:52,1723.600579,0.090685863,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:53,1754.389463,0.024017334,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:53,1991.430503,2.466660261,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:54,2149.217154,0.034265105,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:55,2383.658021,1.111661256,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:56,2670.613696,0.240086556,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:56,2929.75001,0.166704154,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:56,3165.287745,0.063864605,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:57,3384.697345,0.022061253,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:57,3821.421913,0.475221963,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:57,4120.657231,0.145358162,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:58,4437.625512,0.081304709,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:58,4597.619795,1.083665414,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:59,4717.604257,0.032705035,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:59,4764.742559,0.406953974,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:59,4919.068188,0.243765896,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:00,5008.838106,1.079795984,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:00,5138.58673,0.022807848,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:00,5359.674779,0.395360853,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:01,5672.972267,1.457361587,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:02,5960.199173,3.68230314,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:04,6250.365174,0.201447444,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:04,6308.681297,0.209973154,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:04,6326.441686,0.426791875,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:05,6316.944775,0.044978288,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:09,6319.773199,2.337337198,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:10,6471.013481,0.105580034,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:10,6477.327261,0.238323973,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:11,6491.636706,0.055673675,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:11,6496.037215,0.762743823,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:13,6541.875474,1.050389182,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:51,1509.106421,0.04874665,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:51,1492.344197,0.028970397,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:51,1465.141516,0.028407554,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:51,1458.348013,0.034312638,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:51,1444.007914,0.153834975,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:47,1198.718955,4.113568592,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:45,1144.900998,0.757015075,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:45,1131.612211,0.050379784,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:44,1017.669707,1.824148412,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:44,966.1753174,0.111887685,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:44,936.0510871,0.068530756,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:43,900.956586,0.408841686,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:42,779.3254857,1.113718339,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:42,731.8943362,0.371652491,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:41,663.3051633,0.90221615,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:39,438.9056574,3.023186404,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:38,248.1813886,1.240429176,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:37,84.0449983,0.038279553,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 20:37,32.64801188,0.478584507,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 16:17,31.3817139,0.024865324,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 16:17,0,0.022822885,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 16:15,6520.030619,0.043611407,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 16:15,6518.784694,0.019934934,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 13:59,6517.144961,0.025006231,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:15,6604.948327,0.069390247,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:15,6599.222992,0.019612384,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:15,6600.481968,0.027358474,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:15,6587.359727,0.075400876,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:16,6607.237529,0.016892647,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:16,6613.261088,0.018818635,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:16,6609.082339,0.021148437,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:16,6605.136118,0.66119478,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:17,6644.469098,0.048960692,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:17,6647.473465,0.190501772,6f7e75b2-1287-4336-a2cf-aad9013d43ca
2/1/20 21:19,6712.373874,1.608342877,6f7e75b2-1287-4336-a2cf-aad9013d43ca
